Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,salve quanto costa una ilata
Dovrebbe arrivare tra qualche minuto,perfetto a arrivare a e minuto
Purtroppo non lo so pero potresti chiedere all autista,prtotri e lo costa
E in offerta costa dieci euro,e gfera io io
"Certo volentieri, io lo prendero macchiato",salve qeta costa drtilo
Perfetto vorrei comprarne due.,al gqato costa io
Tutto bene tu,tutto bene e
A che ora arriva il pullman,a che a io pullman
Quanto costa il biglietto,quanto ora eitito
Prego,prego
Va bene grazie lo stesso,e buona io certo
Tutto bene grazie,le qutia bene igre
Prendiamo un caffe al bar,prendiamo un caffe lo bar
