Truth,Decoded
Si grazie e arrivederci,si gririeiereuo
Salve quanto costa quell articolo,si gfetnr taetiolo
Prego,prego
Dovrebbe arrivare tra qualche minuto,prfetntotoba e e e io
Purtroppo non lo so pero potresti chiedere all autista,prtrori cpoeioer costa
Tutto bene tu,pfetiti e e
Piacere Luigi come stai,piaereto un come stai
Certo ecco a lei vuole un sacchetto,si e lo io come
A che ora arriva il pullman,a e ora io io pullman
E in offerta costa dieci euro,e in offerta costa dieci euro
Salve quanto costa quell articolo,va euro a quell articolo
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Tutto bene grazie,tutto bene grazie
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Va bene grazie lo stesso,va bene grazie lo stesso
Buongiorno io sono Mario,buongiorno io sono mario
