Truth,Decoded
Tutto bene tu,lo che lo
Prendiamo un caffe al bar,prerdam a che a
Le auguro una buona giornata,e quanto lo un una
Buongiorno io sono Mario,prego
Piacere Luigi come stai,piacere lo come mario
A che ora arriva il pullman,e a a io un
Tutto bene grazie,lo bene
Perfetto vorrei comprarne due.,sirao ostie e a
"Certo volentieri, io lo prendero macchiato",e e osradreruo
Salve quanto costa quell articolo,si fenrieceoso
Purtroppo non lo so pero potresti chiedere all autista,certo io lo bene autista
E in offerta costa dieci euro,e io
Quanto costa il biglietto,qatoie io
Certo ecco a lei vuole un sacchetto,io greai io lo
Prego,e
Buonasera io sono Mario,bunira io sono mario
