Truth,Decoded
"Certo volentieri, io lo prendero macchiato",pero ontero io lo sono macchiato
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le un lo una una
Salve quanto costa quell articolo,al quanto stai uelicolo
Piacere Luigi come stai,certo io come stai
Perfetto vorrei comprarne due.,perfetto va come e
"Certo volentieri, io lo prendero macchiato",certo voltiri lo ponpener mario
E in offerta costa dieci euro,e un offerta costa a minuto
A che ora arriva il pullman,a che raravi pullman
Buongiorno io sono Mario,bunirn io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtono sono so pero come che a autista
Dovrebbe arrivare tra qualche minuto,dovreberivar tra uaho minuto
Tutto bene tu,tutto e tu
Certo ecco a lei vuole un sacchetto,certo a io io un macchiato
Quanto costa il biglietto,quanto lo gteto
Tutto bene grazie,tutto un grazie
