Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo prendero macchiato
Le auguro una buona giornata,le quanto costa costa si glia
Dovrebbe arrivare tra qualche minuto,va qetoto a ariar a a minuto
Purtroppo non lo so pero potresti chiedere all autista,vaquano io io cteicl costa
E in offerta costa dieci euro,si greta costa si io
"Certo volentieri, io lo prendero macchiato",va una costa e articolo
Perfetto vorrei comprarne due.,si gqato costa stai io
Tutto bene tu,buona io bene e
A che ora arriva il pullman,va che ora rivai pullman
Quanto costa il biglietto,va quanto costa il
Prego,tutto io
Va bene grazie lo stesso,va gqutot io lei
Tutto bene grazie,buaoagta io a lulne igsae
Prendiamo un caffe al bar,reoadiamo una caffe al bar
