Truth,Decoded
Tutto bene grazie,tutto bene grazie
Buongiorno io sono Mario,buongiorno io sono mario
"Certo volentieri, io lo prendero macchiato",certo volentieri lo prendero macchiato
Le auguro una buona giornata,le quanto sono una io bilata
Dovrebbe arrivare tra qualche minuto,dovrfeto e arrivare tu qualche minuto
Purtroppo non lo so pero potresti chiedere all autista,prutronotvi si cpot pero cdeil autista
E in offerta costa dieci euro,a gfenta costa dicilio
"Certo volentieri, io lo prendero macchiato",e reteta costadre lo io
Perfetto vorrei comprarne due.,si quanto costa lsareliuo
Tutto bene tu,tutto bene e
A che ora arriva il pullman,a che orariv io pullman
Quanto costa il biglietto,quanto costa il ilito
Prego,prego
Va bene grazie lo stesso,si gren a io io tutto
Tutto bene grazie,equatovi bene e
Prendiamo un caffe al bar,prendiamo un caffe al bar
