Truth,Decoded
Salve quanto costa quell articolo,salve quanto costa quelaticolo
Purtroppo non lo so pero potresti chiedere all autista,tutto io io io so pero pero chiehal autista
Va bene grazie lo stesso,va e grazie lo stesso
Piacere Luigi come stai,piacere luigi come stai
Perfetto vorrei comprarne due.,perfetto vorrei comprarne due
Buonasera io sono Mario,buonasera io sono mario
Certo ecco a lei vuole un sacchetto,certo ecco le io sono macchiato
"Certo volentieri, io lo prendero macchiato",certo volentieri io lo pero macchiato
Si grazie e arrivederci,va grazie eaiezesi
Si grazie e arrivederci,rifzie cliecro
Quanto costa il biglietto,quanto costa il biglietto
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere autista
Dovrebbe arrivare tra qualche minuto,dovrebbe arrivare tra qualche minuto
Piacere Luigi come stai,piacere lei come stai
Certo ecco a lei vuole un sacchetto,certo a a io il un sacchetto
Buongiorno io sono Mario,buongiorno io sono mario
