Truth,Decoded
Purtroppo non lo so pero potresti chiedere all autista,purtroppo non lo so pero potresti chiedere lo autista
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa quell articolo
A che ora arriva il pullman,a che io a io pullman
Certo ecco a lei vuole un sacchetto,e gfevotea e io coleiso
Buonasera io sono Mario,tu buonasera io sono mario
Le auguro una buona giornata,perentn sono buona che alata
Quanto costa il biglietto,quanto stai elasta
Tutto bene tu,certo tutto bene e
Prego,prego
Dovrebbe arrivare tra qualche minuto,doreto e ararte tra qualche minuto
Prendiamo un caffe al bar,prendiamo un caffe al bar
Si grazie e arrivederci,pirtrovoto vteti il autista
Purtroppo non lo so pero potresti chiedere all autista,pretoto votro lo io cpotro pterei cedrel autista
Tutto bene grazie,le quanto sono bene io io
Salve quanto costa quell articolo,salve quanto costa queticolo
