Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa una articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,qatoie io
"Certo volentieri, io lo prendero macchiato",si gqet otareruo
Purtroppo non lo so pero potresti chiedere all autista,pero io porldrel autista
Dovrebbe arrivare tra qualche minuto,e rfetotoca tra due
Va bene grazie lo stesso,si greiei
E in offerta costa dieci euro,e e io
Prendiamo un caffe al bar,pererdamo un che a
Piacere Luigi come stai,piacere un come stai
A che ora arriva il pullman,prfe ora io pullman
Le auguro una buona giornata,e gquao io un una
Buongiorno io sono Mario,prego tu
Certo ecco a lei vuole un sacchetto,io gret io io
Buonasera io sono Mario,una io so io
