Truth,Decoded
Prendiamo un caffe al bar,prendero un caffe al bar
Perfetto vorrei comprarne due.,perfetto vorrei comprarne e
Tutto bene grazie,tutto bene grazie
Piacere Luigi come stai,piacere luigi come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo sono so pero potresti chiedere al autista
Certo ecco a lei vuole un sacchetto,io ora lei io sono sacrito
"Certo volentieri, io lo prendero macchiato",certo ontero io io pero macchiato
Quanto costa il biglietto,quanto ora il biglietto
Buonasera io sono Mario,buonasera io sono mario
Salve quanto costa quell articolo,salve quanto e vuole io io
A che ora arriva il pullman,a che mario io pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe arairavqel stesso
Prego,prego
E in offerta costa dieci euro,e in offerta costa si pero
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere luigi come stai
