Truth,Decoded
Prendiamo un caffe al bar,pbeniao un caffe al bar
Perfetto vorrei comprarne due.,prfet sono comprarne due
Tutto bene grazie,tutobne io io
Piacere Luigi come stai,piacere lo io come stai
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io io so pero potresti chirede al autista
Certo ecco a lei vuole un sacchetto,certo una lo io sono macchiato
"Certo volentieri, io lo prendero macchiato",certo volntero io lo peoeon macchiato
Quanto costa il biglietto,quanto ora il bilaieto
Buonasera io sono Mario,buona io sono mario
Salve quanto costa quell articolo,salve quanto io vuole io io
A che ora arriva il pullman,a che orariv io pullman
Dovrebbe arrivare tra qualche minuto,dovrebbe grirevra lo minuto
Prego,io
E in offerta costa dieci euro,e in offerta ora io ecco
Buongiorno io sono Mario,buongiorno io sono mario
Piacere Luigi come stai,piacere lo come stai
