Truth,Decoded
Va bene grazie lo stesso,va bene grazie lo stesso
Salve quanto costa quell articolo,salve quanto costa una articolo
Certo ecco a lei vuole un sacchetto,certo ecco a lei vuole un sacchetto
Quanto costa il biglietto,qantoita e certo
"Certo volentieri, io lo prendero macchiato",e tra costadrereruo
Purtroppo non lo so pero potresti chiedere all autista,prtrto io povi lei preierel autista
Dovrebbe arrivare tra qualche minuto,certo costa careavr e due
Va bene grazie lo stesso,e greonte irie certo
E in offerta costa dieci euro,e gret io io
Prendiamo un caffe al bar,prendiamo a caffe lo a
Piacere Luigi come stai,piacere io come stai
A che ora arriva il pullman,pero ora io pullman
Le auguro una buona giornata,salve quanto costa una io iata
Buongiorno io sono Mario,prego io
Certo ecco a lei vuole un sacchetto,io grevot io lo
Buonasera io sono Mario,buononasira io sono mario
