Truth,Decoded
Tutto bene tu,due e
Prendiamo un caffe al bar,paeret e
Le auguro una buona giornata,e io io e
Buongiorno io sono Mario,io lo
Piacere Luigi come stai,pero io io io
A che ora arriva il pullman,e e io e
Tutto bene grazie,bene io
Perfetto vorrei comprarne due.,certo io io lo
"Certo volentieri, io lo prendero macchiato",e lei e io
Salve quanto costa quell articolo,e io
Purtroppo non lo so pero potresti chiedere all autista,pero si e un
E in offerta costa dieci euro,e e lo
Quanto costa il biglietto,e e io
Certo ecco a lei vuole un sacchetto,e e e io
Prego,e io
Buonasera io sono Mario,tutto io io io ariato
