Truth,Decoded
"Certo volentieri, io lo prendero macchiato",piacere ontero io loecoeo macchiato
Tutto bene tu,tutto un tu
Le auguro una buona giornata,le un lo una uonata
Salve quanto costa quell articolo,salve quanto costa uelicteo
Piacere Luigi come stai,pero luigi come stai
Perfetto vorrei comprarne due.,perfetto va cupr e
"Certo volentieri, io lo prendero macchiato",certo voltiri lo lo pero mario
E in offerta costa dieci euro,e bene offerta costa stai euro
A che ora arriva il pullman,a che raravi pullman
Buongiorno io sono Mario,tungiro io sono mario
Purtroppo non lo so pero potresti chiedere all autista,purtono sono so pero pero crera autista
Dovrebbe arrivare tra qualche minuto,dovreboberivar a lo minuto
Tutto bene tu,tutto bene
Certo ecco a lei vuole un sacchetto,certo lo e io un macheto
Quanto costa il biglietto,quanto lo ragteto
Tutto bene grazie,tutto bene grazie
