Truth,Decoded
Si grazie e arrivederci,pero a e lo
Le auguro una buona giornata,euro lo io
Buongiorno io sono Mario,euro io
Buonasera io sono Mario,euro a io
Piacere Luigi come stai,euro io
Tutto bene tu,tutto io
Salve quanto costa quell articolo,mario a io
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,due a io
"Certo volentieri, io lo prendero macchiato",euro a lo lo
A che ora arriva il pullman,bene a io
Dovrebbe arrivare tra qualche minuto,euro a io
Quanto costa il biglietto,bene a io
Purtroppo non lo so pero potresti chiedere all autista,euro lo lo e io
Va bene grazie lo stesso,euro a io
Prego,euro io
Perfetto vorrei comprarne due.,euro lo io
Certo ecco a lei vuole un sacchetto,mario a lo
Si grazie e arrivederci,euro a io
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro lo io
Buonasera io sono Mario,euro a io
Piacere Luigi come stai,euro a lo io
Tutto bene tu,purtoao
Salve quanto costa quell articolo,euro lo io
E in offerta costa dieci euro,euro a io
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",tutto lo lo e io
A che ora arriva il pullman,bene a io
Dovrebbe arrivare tra qualche minuto,euro a io
