Truth,Decoded
Salve quanto costa quell articolo,euro io lo
E in offerta costa dieci euro,euro a lo
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",pertopon lo e lo
A che ora arriva il pullman,euro a lo lo
Dovrebbe arrivare tra qualche minuto,euro a lo
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Va bene grazie lo stesso,euro lo lo
Prego,tutto lo
Perfetto vorrei comprarne due.,euro a lo
Certo ecco a lei vuole un sacchetto,pero lo lo e io
Si grazie e arrivederci,certo a io
Le auguro una buona giornata,pero lo lo e io
Buongiorno io sono Mario,pero lo e io
Buonasera io sono Mario,euro io io
Piacere Luigi come stai,euro a lo
Tutto bene tu,purtoto
Salve quanto costa quell articolo,tutto lo
E in offerta costa dieci euro,euro a io
Tutto bene grazie,euro a io
Prendiamo un caffe al bar,pero lo e io
"Certo volentieri, io lo prendero macchiato",pero a lo e io
A che ora arriva il pullman,bene a lo
Dovrebbe arrivare tra qualche minuto,bene a lo
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,certo lo e lo
Va bene grazie lo stesso,bene a lo
Prego,euro lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,pero lo e io
