Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,purtopono lo e io
Va bene grazie lo stesso,a e a lo
Prego,euro lo
Perfetto vorrei comprarne due.,euro lo lo
Certo ecco a lei vuole un sacchetto,euro a lo lo
Si grazie e arrivederci,a io a lo io
Le auguro una buona giornata,euro lo lo
Buongiorno io sono Mario,euro lo lo
Buonasera io sono Mario,a io a lo lo
Piacere Luigi come stai,euro lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,pureon lo io
E in offerta costa dieci euro,euro lo lo
Tutto bene grazie,certo lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",euro un lo e io
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,certo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e io
Va bene grazie lo stesso,euro a lo
Prego,euro lo
Perfetto vorrei comprarne due.,certo lo un lo e lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,certo lo un lo e lo
Le auguro una buona giornata,certo lo lo
Buongiorno io sono Mario,certo lo lo
Buonasera io sono Mario,euro un lo e lo
Piacere Luigi come stai,certo lo e lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro lo e lo
