Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo lo
Va bene grazie lo stesso,euro a lo
Prego,euro lo
Perfetto vorrei comprarne due.,tutto lo
Certo ecco a lei vuole un sacchetto,euro a lo
Si grazie e arrivederci,euro a io
Le auguro una buona giornata,euro io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,euro io
Tutto bene tu,euro lo
Salve quanto costa quell articolo,tutto lo lo
E in offerta costa dieci euro,euro io
Tutto bene grazie,tutto io
Prendiamo un caffe al bar,tutto io
"Certo volentieri, io lo prendero macchiato",euro lo io
A che ora arriva il pullman,euro io
Dovrebbe arrivare tra qualche minuto,tutto lo
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,tutto e io
Va bene grazie lo stesso,euro lo
Prego,euro io
Perfetto vorrei comprarne due.,tutto un e io
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,tutto un lo e io
Le auguro una buona giornata,tutto certo
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,tutto lo e io
Piacere Luigi come stai,tutto lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro a lo e io
