Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo e io
Va bene grazie lo stesso,bene a lo
Prego,euro lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,euro lo lo
Si grazie e arrivederci,euro a lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro io
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,euro lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro lo io
E in offerta costa dieci euro,euro io
Tutto bene grazie,tutto io
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",euro io
A che ora arriva il pullman,euro io
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,tutto lo
Purtroppo non lo so pero potresti chiedere all autista,tutto e io
Va bene grazie lo stesso,euro lo
Prego,euro io
Perfetto vorrei comprarne due.,tutto lo lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,euro lo lo e io
Le auguro una buona giornata,tutto certo
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,tutto lo lo
Piacere Luigi come stai,tutto certo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro a lo io
