Truth,Decoded
Quanto costa il biglietto,euro a lo
Purtroppo non lo so pero potresti chiedere all autista,tutto un lo e io
Va bene grazie lo stesso,euro a lo
Prego,euro lo
Perfetto vorrei comprarne due.,tutto lo lo
Certo ecco a lei vuole un sacchetto,euro a lo lo
Si grazie e arrivederci,euro a lo
Le auguro una buona giornata,tutto lo lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro a lo
Piacere Luigi come stai,euro lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,tutto lo io
E in offerta costa dieci euro,euro lo io
Tutto bene grazie,tutto lo
Prendiamo un caffe al bar,tutto lo
"Certo volentieri, io lo prendero macchiato",euro lo io
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,tutto lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo
Va bene grazie lo stesso,euro io
Prego,euro io
Perfetto vorrei comprarne due.,tutto un certo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,tutto un lo e io
Le auguro una buona giornata,tutto io
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,tutto lo lo
Piacere Luigi come stai,tutto certo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro a lo io
