Truth,Decoded
Salve quanto costa quell articolo,euro io
E in offerta costa dieci euro,euro io
Tutto bene grazie,euro io
Prendiamo un caffe al bar,euro io
"Certo volentieri, io lo prendero macchiato",euro lo e io
A che ora arriva il pullman,euro io
Dovrebbe arrivare tra qualche minuto,euro io
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,tutto lo e lo
Va bene grazie lo stesso,euro io
Prego,euro io
Perfetto vorrei comprarne due.,euro io
Certo ecco a lei vuole un sacchetto,pero lo e io
Si grazie e arrivederci,euro io
Le auguro una buona giornata,euro lo e io
Buongiorno io sono Mario,euro lo e io
Buonasera io sono Mario,euro io
Piacere Luigi come stai,euro lo
Tutto bene tu,euro io
Salve quanto costa quell articolo,euro lo lo
E in offerta costa dieci euro,euro a io
Tutto bene grazie,euro io
Prendiamo un caffe al bar,euro e io
"Certo volentieri, io lo prendero macchiato",pero e io
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,euro e io
Purtroppo non lo so pero potresti chiedere all autista,tutto lo e lo
Va bene grazie lo stesso,euro lo
Prego,euro io
Perfetto vorrei comprarne due.,euro io
Certo ecco a lei vuole un sacchetto,pero lo e io
