Truth,Decoded
Si grazie e arrivederci,e e
Le auguro una buona giornata,e e
Buongiorno io sono Mario,e e
Buonasera io sono Mario,e
Piacere Luigi come stai,e
Tutto bene tu,e e
Salve quanto costa quell articolo,e
E in offerta costa dieci euro,
Tutto bene grazie,e e
Prendiamo un caffe al bar,e e
"Certo volentieri, io lo prendero macchiato",e e
A che ora arriva il pullman,e e
Dovrebbe arrivare tra qualche minuto,e e
Quanto costa il biglietto,e e
Purtroppo non lo so pero potresti chiedere all autista,e e
Va bene grazie lo stesso,e e
Prego,e e
Perfetto vorrei comprarne due.,e e
Certo ecco a lei vuole un sacchetto,e
Si grazie e arrivederci,e e
Le auguro una buona giornata,e
Buongiorno io sono Mario,e
Buonasera io sono Mario,e e
Piacere Luigi come stai,e e
Tutto bene tu,e e
Salve quanto costa quell articolo,e
E in offerta costa dieci euro,
Tutto bene grazie,
Prendiamo un caffe al bar,
"Certo volentieri, io lo prendero macchiato",
A che ora arriva il pullman,
Dovrebbe arrivare tra qualche minuto,
