Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo un lo e io
Va bene grazie lo stesso,euro a lo
Prego,euro io
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,euro lo lo
Si grazie e arrivederci,euro a lo io
Le auguro una buona giornata,certo lo lo
Buongiorno io sono Mario,certo io lo
Buonasera io sono Mario,euro a lo lo
Piacere Luigi come stai,certo lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,certo un lo e io
E in offerta costa dieci euro,euro lo io
Tutto bene grazie,certo io
Prendiamo un caffe al bar,certo lo
"Certo volentieri, io lo prendero macchiato",certo un lo e io
A che ora arriva il pullman,certo io
Dovrebbe arrivare tra qualche minuto,euro lo io
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,certo lo e io
Va bene grazie lo stesso,euro a io
Prego,certo io
Perfetto vorrei comprarne due.,certo un lo e io
Certo ecco a lei vuole un sacchetto,euro io
Si grazie e arrivederci,certo sono lo e io
Le auguro una buona giornata,certo lo e io
Buongiorno io sono Mario,certo lo io
Buonasera io sono Mario,certo un lo e io
Piacere Luigi come stai,certo lo e io
Tutto bene tu,certo lo
Salve quanto costa quell articolo,euro lo lo e io
