Truth,Decoded
Salve quanto costa quell articolo,euro a lo lo
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,euro io
Prendiamo un caffe al bar,euro a io
"Certo volentieri, io lo prendero macchiato",purntopon lo e lo
A che ora arriva il pullman,euro a lo io
Dovrebbe arrivare tra qualche minuto,euro a io
Quanto costa il biglietto,tutto io
Purtroppo non lo so pero potresti chiedere all autista,certo sono e lo
Va bene grazie lo stesso,euro io
Prego,tutto lo
Perfetto vorrei comprarne due.,euro a io
Certo ecco a lei vuole un sacchetto,pero lo lo e io
Si grazie e arrivederci,certo a lo io
Le auguro una buona giornata,pero lo lo e io
Buongiorno io sono Mario,pero lo e io
Buonasera io sono Mario,euro a lo io
Piacere Luigi come stai,euro a io
Tutto bene tu,purtoto
Salve quanto costa quell articolo,euro lo lo
E in offerta costa dieci euro,euro a lo
Tutto bene grazie,euro a io
Prendiamo un caffe al bar,pero lo e io
"Certo volentieri, io lo prendero macchiato",pero a lo e io
A che ora arriva il pullman,bene a io
Dovrebbe arrivare tra qualche minuto,bene a lo
Quanto costa il biglietto,tutto io
Purtroppo non lo so pero potresti chiedere all autista,pertoponoe lo
Va bene grazie lo stesso,bene a io
Prego,euro io
Perfetto vorrei comprarne due.,euro lo lo
Certo ecco a lei vuole un sacchetto,pero lo e io
