Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo io
Va bene grazie lo stesso,euro a lo lo
Prego,purtno
Perfetto vorrei comprarne due.,euro lo lo
Certo ecco a lei vuole un sacchetto,euro lo lo
Si grazie e arrivederci,euro a lo io
Le auguro una buona giornata,purton lo lo
Buongiorno io sono Mario,purton lo lo
Buonasera io sono Mario,euro a lo io
Piacere Luigi come stai,euro un lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro un lo io
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,certo lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",certo lo un lo e io
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,euro lo lo
Quanto costa il biglietto,certo lo
Purtroppo non lo so pero potresti chiedere all autista,certo sono lo e io
Va bene grazie lo stesso,euro a lo lo
Prego,certo lo
Perfetto vorrei comprarne due.,certo un lo e lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,certo lo io lo e io
Le auguro una buona giornata,certo un lo io
Buongiorno io sono Mario,certo lo lo
Buonasera io sono Mario,certo un lo e lo
Piacere Luigi come stai,certo lo lo e lo
Tutto bene tu,certo lo
Salve quanto costa quell articolo,euro lo lo io
