Truth,Decoded
Salve quanto costa quell articolo,euro io
E in offerta costa dieci euro,euro io
Tutto bene grazie,euro io
Prendiamo un caffe al bar,euro io
"Certo volentieri, io lo prendero macchiato",euro lo e io
A che ora arriva il pullman,euro io
Dovrebbe arrivare tra qualche minuto,euro io
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo e io
Va bene grazie lo stesso,euro io
Prego,euro io
Perfetto vorrei comprarne due.,euro io
Certo ecco a lei vuole un sacchetto,euro e io
Si grazie e arrivederci,euro lo
Le auguro una buona giornata,euro lo e io
Buongiorno io sono Mario,euro lo e io
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,euro io
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro lo lo
E in offerta costa dieci euro,euro lo
Tutto bene grazie,euro io
Prendiamo un caffe al bar,euro lo e io
"Certo volentieri, io lo prendero macchiato",euro e io
A che ora arriva il pullman,euro io
Dovrebbe arrivare tra qualche minuto,euro io
Quanto costa il biglietto,euro e io
Purtroppo non lo so pero potresti chiedere all autista,euro lo e lo
Va bene grazie lo stesso,euro io
Prego,euro lo
Perfetto vorrei comprarne due.,euro io
Certo ecco a lei vuole un sacchetto,euro e io
