Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo e io
Va bene grazie lo stesso,bene a io
Prego,euro lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,euro a io
Le auguro una buona giornata,tutto lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro lo
Piacere Luigi come stai,euro lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,tutto certo
E in offerta costa dieci euro,euro lo
Tutto bene grazie,tutto io
Prendiamo un caffe al bar,euro io
"Certo volentieri, io lo prendero macchiato",euro lo io
A che ora arriva il pullman,tutto io
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,tutto e io
Va bene grazie lo stesso,euro io
Prego,euro io
Perfetto vorrei comprarne due.,tutto lo lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,tutto un lo e io
Le auguro una buona giornata,tutto certo
Buongiorno io sono Mario,tutto io
Buonasera io sono Mario,tutto lo lo
Piacere Luigi come stai,tutto certo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro io
