Truth,Decoded
Si grazie e arrivederci,certo a lo e lo
Le auguro una buona giornata,euro lo io
Buongiorno io sono Mario,euro io
Buonasera io sono Mario,euro a lo io
Piacere Luigi come stai,euro lo io
Tutto bene tu,certo io
Salve quanto costa quell articolo,a e a lo io
E in offerta costa dieci euro,a io a lo lo
Tutto bene grazie,euro a lo
Prendiamo un caffe al bar,euro a lo
"Certo volentieri, io lo prendero macchiato",euro a lo io
A che ora arriva il pullman,purtao
Dovrebbe arrivare tra qualche minuto,bene a lo lo
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,euro lo e io
Va bene grazie lo stesso,euro a lo
Prego,certo
Perfetto vorrei comprarne due.,euro a lo lo
Certo ecco a lei vuole un sacchetto,a io a lo e io
Si grazie e arrivederci,euro a lo
Le auguro una buona giornata,euro a lo
Buongiorno io sono Mario,euro a lo
Buonasera io sono Mario,a e a lo lo
Piacere Luigi come stai,pureoa lo lo
Tutto bene tu,certo
Salve quanto costa quell articolo,euro lo io
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,euro a lo
Prendiamo un caffe al bar,euro a lo
"Certo volentieri, io lo prendero macchiato",certo un lo e io
A che ora arriva il pullman,euro a lo
Dovrebbe arrivare tra qualche minuto,euro a lo
