Truth,Decoded
Si grazie e arrivederci,pero a lo e lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro io
Buonasera io sono Mario,euro a io
Piacere Luigi come stai,euro io
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro a io
E in offerta costa dieci euro,euro a io
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,bene a io
"Certo volentieri, io lo prendero macchiato",euro a io
A che ora arriva il pullman,bene lo
Dovrebbe arrivare tra qualche minuto,bene a io
Quanto costa il biglietto,bene lo
Purtroppo non lo so pero potresti chiedere all autista,euro lo lo
Va bene grazie lo stesso,bene a io
Prego,euro io
Perfetto vorrei comprarne due.,euro a io
Certo ecco a lei vuole un sacchetto,euro a lo
Si grazie e arrivederci,euro a io
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro a io
Piacere Luigi come stai,euro a io
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro io
E in offerta costa dieci euro,euro a io
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",tutto un lo lo
A che ora arriva il pullman,bene a io
Dovrebbe arrivare tra qualche minuto,euro a io
