Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo e io
Va bene grazie lo stesso,bene a lo
Prego,euro lo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,euro a lo
Si grazie e arrivederci,euro a lo
Le auguro una buona giornata,euro lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,bene a lo
Piacere Luigi come stai,euro lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,tutto lo io
E in offerta costa dieci euro,euro lo
Tutto bene grazie,tutto lo
Prendiamo un caffe al bar,tutto lo
"Certo volentieri, io lo prendero macchiato",tutto lo io
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,tutto lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,tutto e io
Va bene grazie lo stesso,euro lo
Prego,euro lo
Perfetto vorrei comprarne due.,tutto un lo
Certo ecco a lei vuole un sacchetto,euro lo
Si grazie e arrivederci,tutto un lo e io
Le auguro una buona giornata,tutto lo
Buongiorno io sono Mario,tutto lo
Buonasera io sono Mario,euro lo io
Piacere Luigi come stai,tutto lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,pureoaio lo
