Truth,Decoded
Si grazie e arrivederci,pero a lo e lo
Le auguro una buona giornata,euro lo lo
Buongiorno io sono Mario,euro lo lo
Buonasera io sono Mario,euro a lo lo
Piacere Luigi come stai,euro lo io
Tutto bene tu,certo lo
Salve quanto costa quell articolo,a e a lo
E in offerta costa dieci euro,le a lo lo
Tutto bene grazie,euro a lo
Prendiamo un caffe al bar,bene a lo
"Certo volentieri, io lo prendero macchiato",euro a lo lo
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,bene a lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo lo
Va bene grazie lo stesso,euro a lo
Prego,certo
Perfetto vorrei comprarne due.,euro lo
Certo ecco a lei vuole un sacchetto,certo a io
Si grazie e arrivederci,bene a lo
Le auguro una buona giornata,bene a lo
Buongiorno io sono Mario,euro lo
Buonasera io sono Mario,euro a lo
Piacere Luigi come stai,euro a lo lo
Tutto bene tu,certo
Salve quanto costa quell articolo,euro lo lo
E in offerta costa dieci euro,euro a lo lo
Tutto bene grazie,euro lo
Prendiamo un caffe al bar,euro a lo
"Certo volentieri, io lo prendero macchiato",certo un lo e lo
A che ora arriva il pullman,euro a lo
Dovrebbe arrivare tra qualche minuto,euro a lo
