Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo io lo e io
Va bene grazie lo stesso,euro a lo lo
Prego,euro lo
Perfetto vorrei comprarne due.,euro lo lo
Certo ecco a lei vuole un sacchetto,euro a lo io
Si grazie e arrivederci,euro a lo io
Le auguro una buona giornata,euro lo lo
Buongiorno io sono Mario,euro lo lo
Buonasera io sono Mario,a e a lo io
Piacere Luigi come stai,euro lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro un lo e lo
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,certo lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",certo un io e io
A che ora arriva il pullman,euro a lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo un lo e io
Va bene grazie lo stesso,bene a lo lo
Prego,euro lo
Perfetto vorrei comprarne due.,certo un lo e lo
Certo ecco a lei vuole un sacchetto,bene a io
Si grazie e arrivederci,certo lo un lo e io
Le auguro una buona giornata,certo un lo io
Buongiorno io sono Mario,euro lo lo
Buonasera io sono Mario,euro un lo e lo
Piacere Luigi come stai,certo lo e lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,certo a lo e io
