Truth,Decoded
Quanto costa il biglietto,certo io
Purtroppo non lo so pero potresti chiedere all autista,certo sono e io
Va bene grazie lo stesso,euro a lo
Prego,euro io
Perfetto vorrei comprarne due.,certo lo lo
Certo ecco a lei vuole un sacchetto,euro lo lo
Si grazie e arrivederci,euro a lo io
Le auguro una buona giornata,euro un lo lo
Buongiorno io sono Mario,certo un lo lo
Buonasera io sono Mario,euro a io
Piacere Luigi come stai,certo un lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,certo un lo e io
E in offerta costa dieci euro,euro un lo io
Tutto bene grazie,certo un io
Prendiamo un caffe al bar,certo io
"Certo volentieri, io lo prendero macchiato",certo un lo e io
A che ora arriva il pullman,euro io
Dovrebbe arrivare tra qualche minuto,certo lo io
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,certo lo e io
Va bene grazie lo stesso,euro io
Prego,certo io
Perfetto vorrei comprarne due.,certo sono io
Certo ecco a lei vuole un sacchetto,euro io
Si grazie e arrivederci,certo sono lo e io
Le auguro una buona giornata,certo un certo
Buongiorno io sono Mario,certo lo io
Buonasera io sono Mario,certo un lo e io
Piacere Luigi come stai,certo lo e io
Tutto bene tu,euro io
Salve quanto costa quell articolo,euro lo e io
