Truth,Decoded
Si grazie e arrivederci,prego lo
Le auguro una buona giornata,prego lo
Buongiorno io sono Mario,prego lo
Buonasera io sono Mario,prego lo
Piacere Luigi come stai,prego lo
Tutto bene tu,prego lo
Salve quanto costa quell articolo,prego lo
E in offerta costa dieci euro,prego lo
Tutto bene grazie,prego lo
Prendiamo un caffe al bar,prego lo
"Certo volentieri, io lo prendero macchiato",prego lo
A che ora arriva il pullman,prego lo
Dovrebbe arrivare tra qualche minuto,prego lo
Quanto costa il biglietto,prego lo
Purtroppo non lo so pero potresti chiedere all autista,prego lo
Va bene grazie lo stesso,prego lo
Prego,prego lo
Perfetto vorrei comprarne due.,prego lo
Certo ecco a lei vuole un sacchetto,prego lo
Si grazie e arrivederci,prego lo
Le auguro una buona giornata,prego lo
Buongiorno io sono Mario,prego lo
Buonasera io sono Mario,prego lo
Piacere Luigi come stai,prego lo
Tutto bene tu,prego lo
Salve quanto costa quell articolo,prego lo
E in offerta costa dieci euro,prego lo
Tutto bene grazie,prego lo
Prendiamo un caffe al bar,prego lo
"Certo volentieri, io lo prendero macchiato",prego lo
A che ora arriva il pullman,prego lo
Dovrebbe arrivare tra qualche minuto,prego lo
