Truth,Decoded
Salve quanto costa quell articolo,euro lo io
E in offerta costa dieci euro,euro a io
Tutto bene grazie,euro io
Prendiamo un caffe al bar,euro a io
"Certo volentieri, io lo prendero macchiato",pertopono lo e lo
A che ora arriva il pullman,euro a io
Dovrebbe arrivare tra qualche minuto,euro a io
Quanto costa il biglietto,tutto io
Purtroppo non lo so pero potresti chiedere all autista,certo sono lo e lo
Va bene grazie lo stesso,euro io
Prego,tutto io
Perfetto vorrei comprarne due.,euro a io
Certo ecco a lei vuole un sacchetto,certo lo lo e io
Si grazie e arrivederci,euro a lo e io
Le auguro una buona giornata,certo lo lo e io
Buongiorno io sono Mario,certo lo lo e io
Buonasera io sono Mario,euro a lo io
Piacere Luigi come stai,euro a io
Tutto bene tu,tutto io
Salve quanto costa quell articolo,tutto lo lo
E in offerta costa dieci euro,euro a io
Tutto bene grazie,euro io
Prendiamo un caffe al bar,pero lo e io
"Certo volentieri, io lo prendero macchiato",euro lo lo
A che ora arriva il pullman,euro a io
Dovrebbe arrivare tra qualche minuto,bene a io
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e lo
Va bene grazie lo stesso,bene a io
Prego,euro lo
Perfetto vorrei comprarne due.,euro io
Certo ecco a lei vuole un sacchetto,certo lo lo e io
