Truth,Decoded
Quanto costa il biglietto,purte lo
Purtroppo non lo so pero potresti chiedere all autista,purte lo
Va bene grazie lo stesso,purte lo
Prego,purte lo
Perfetto vorrei comprarne due.,purte lo
Certo ecco a lei vuole un sacchetto,purte lo
Si grazie e arrivederci,purte lo
Le auguro una buona giornata,purte lo
Buongiorno io sono Mario,purte lo
Buonasera io sono Mario,purte lo
Piacere Luigi come stai,purte lo
Tutto bene tu,purte lo
Salve quanto costa quell articolo,purte lo
E in offerta costa dieci euro,purte lo
Tutto bene grazie,purte lo
Prendiamo un caffe al bar,purte lo
"Certo volentieri, io lo prendero macchiato",purte lo
A che ora arriva il pullman,tutto lo
Dovrebbe arrivare tra qualche minuto,purte lo
Quanto costa il biglietto,purte lo
Purtroppo non lo so pero potresti chiedere all autista,purte lo
Va bene grazie lo stesso,tutto lo
Prego,purte lo
Perfetto vorrei comprarne due.,purte lo
Certo ecco a lei vuole un sacchetto,purte lo
Si grazie e arrivederci,purte lo
Le auguro una buona giornata,tutto lo
Buongiorno io sono Mario,purte lo
Buonasera io sono Mario,purte lo
Piacere Luigi come stai,purte lo
Tutto bene tu,purte lo
Salve quanto costa quell articolo,purte lo
