Truth,Decoded
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io io
Va bene grazie lo stesso,io io
Prego,io io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io io
Si grazie e arrivederci,io io
Le auguro una buona giornata,io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,io io
Piacere Luigi come stai,e io
Tutto bene tu,io io
Salve quanto costa quell articolo,io io
E in offerta costa dieci euro,io io
Tutto bene grazie,io io
Prendiamo un caffe al bar,e io
"Certo volentieri, io lo prendero macchiato",e io
A che ora arriva il pullman,io io
Dovrebbe arrivare tra qualche minuto,io io
Quanto costa il biglietto,io io
Purtroppo non lo so pero potresti chiedere all autista,io io
Va bene grazie lo stesso,io io
Prego,io io
Perfetto vorrei comprarne due.,io io
Certo ecco a lei vuole un sacchetto,io io
Si grazie e arrivederci,io io
Le auguro una buona giornata,io io
Buongiorno io sono Mario,io io
Buonasera io sono Mario,e io
Piacere Luigi come stai,e io
Tutto bene tu,io io
Salve quanto costa quell articolo,e io
