Truth,Decoded
Quanto costa il biglietto,e io
Purtroppo non lo so pero potresti chiedere all autista,e lo
Va bene grazie lo stesso,e io
Prego,e lo
Perfetto vorrei comprarne due.,e lo
Certo ecco a lei vuole un sacchetto,e io
Si grazie e arrivederci,e io
Le auguro una buona giornata,e io
Buongiorno io sono Mario,e lo
Buonasera io sono Mario,e io
Piacere Luigi come stai,e lo
Tutto bene tu,e lo
Salve quanto costa quell articolo,e io
E in offerta costa dieci euro,e lo
Tutto bene grazie,e lo
Prendiamo un caffe al bar,e lo
"Certo volentieri, io lo prendero macchiato",e lo
A che ora arriva il pullman,e io
Dovrebbe arrivare tra qualche minuto,e lo
Quanto costa il biglietto,e lo
Purtroppo non lo so pero potresti chiedere all autista,e lo
Va bene grazie lo stesso,e lo
Prego,e lo
Perfetto vorrei comprarne due.,e lo
Certo ecco a lei vuole un sacchetto,e io
Si grazie e arrivederci,e lo
Le auguro una buona giornata,e lo
Buongiorno io sono Mario,e lo
Buonasera io sono Mario,e lo
Piacere Luigi come stai,e lo
Tutto bene tu,e lo
Salve quanto costa quell articolo,e lo
