Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo un lo e io
Va bene grazie lo stesso,euro a lo
Prego,certo
Perfetto vorrei comprarne due.,euro lo lo
Certo ecco a lei vuole un sacchetto,euro a lo lo
Si grazie e arrivederci,a io a lo io
Le auguro una buona giornata,euro lo lo
Buongiorno io sono Mario,certo lo lo
Buonasera io sono Mario,a lo a lo io
Piacere Luigi come stai,euro lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro un lo e lo
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,certo lo
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",pero lo un lo e io
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,euro lo
Quanto costa il biglietto,purtno
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e io
Va bene grazie lo stesso,a e a lo
Prego,euro lo
Perfetto vorrei comprarne due.,certo lo un lo e lo
Certo ecco a lei vuole un sacchetto,tutto lo
Si grazie e arrivederci,certo lo un io e io
Le auguro una buona giornata,certo un lo e lo
Buongiorno io sono Mario,certo lo lo
Buonasera io sono Mario,euro un lo e io
Piacere Luigi come stai,certo un come lo
Tutto bene tu,tutto lo
Salve quanto costa quell articolo,certo lo e io
