Truth,Decoded
Salve quanto costa quell articolo,euro un lo e lo
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,euro un lo io
Prendiamo un caffe al bar,euro lo lo
"Certo volentieri, io lo prendero macchiato",puontopo un lo lo e lo
A che ora arriva il pullman,euro a lo lo
Dovrebbe arrivare tra qualche minuto,euro a lo io
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,certo lo un e lo
Va bene grazie lo stesso,certo lo lo
Prego,euro lo
Perfetto vorrei comprarne due.,euro a lo lo
Certo ecco a lei vuole un sacchetto,certo un lo e io
Si grazie e arrivederci,a io a lo lo
Le auguro una buona giornata,certo un lo e io
Buongiorno io sono Mario,certo lo e io
Buonasera io sono Mario,pero a lo io
Piacere Luigi come stai,euro a lo lo
Tutto bene tu,certo
Salve quanto costa quell articolo,certo un lo
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,pero a lo io
Prendiamo un caffe al bar,certo lo lo e io
"Certo volentieri, io lo prendero macchiato",pero a lo e lo
A che ora arriva il pullman,a e a lo
Dovrebbe arrivare tra qualche minuto,euro a lo
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,purtoponoe lo
Va bene grazie lo stesso,a e a lo
Prego,euro lo
Perfetto vorrei comprarne due.,certo lo lo
Certo ecco a lei vuole un sacchetto,certo lo e lo
