Truth,Decoded
Quanto costa il biglietto,euro lo
Purtroppo non lo so pero potresti chiedere all autista,certo lo e io
Va bene grazie lo stesso,euro io
Prego,euro io
Perfetto vorrei comprarne due.,euro lo io
Certo ecco a lei vuole un sacchetto,euro lo io
Si grazie e arrivederci,euro a io
Le auguro una buona giornata,certo lo io
Buongiorno io sono Mario,certo lo io
Buonasera io sono Mario,euro io
Piacere Luigi come stai,certo lo io
Tutto bene tu,euro lo
Salve quanto costa quell articolo,certo lo io
E in offerta costa dieci euro,euro lo io
Tutto bene grazie,certo io
Prendiamo un caffe al bar,certo io
"Certo volentieri, io lo prendero macchiato",certo lo io
A che ora arriva il pullman,certo io
Dovrebbe arrivare tra qualche minuto,euro io
Quanto costa il biglietto,euro io
Purtroppo non lo so pero potresti chiedere all autista,certo e io
Va bene grazie lo stesso,euro lo
Prego,euro io
Perfetto vorrei comprarne due.,certo un e io
Certo ecco a lei vuole un sacchetto,euro io
Si grazie e arrivederci,certo un lo e io
Le auguro una buona giornata,certo lo lo
Buongiorno io sono Mario,certo io
Buonasera io sono Mario,certo lo e io
Piacere Luigi come stai,certo certo
Tutto bene tu,certo io
Salve quanto costa quell articolo,euro lo e io
