Truth,Decoded
Quanto costa il biglietto,euro lo lo
Purtroppo non lo so pero potresti chiedere all autista,puontopo io lo e io
Va bene grazie lo stesso,euro a lo lo
Prego,certo
Perfetto vorrei comprarne due.,certo lo lo
Certo ecco a lei vuole un sacchetto,euro a lo io
Si grazie e arrivederci,euro a lo io
Le auguro una buona giornata,purton lo lo
Buongiorno io sono Mario,purton lo lo
Buonasera io sono Mario,euro a lo io
Piacere Luigi come stai,euro lo lo
Tutto bene tu,euro lo
Salve quanto costa quell articolo,euro un lo e lo
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,purtono
Prendiamo un caffe al bar,certo lo
"Certo volentieri, io lo prendero macchiato",euro un lo e io
A che ora arriva il pullman,euro lo
Dovrebbe arrivare tra qualche minuto,certo lo lo
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,certo un lo e io
Va bene grazie lo stesso,euro a lo
Prego,euro lo
Perfetto vorrei comprarne due.,certo io un lo lo e io
Certo ecco a lei vuole un sacchetto,euro io
Si grazie e arrivederci,certo lo un lo e io
Le auguro una buona giornata,certo un lo e lo
Buongiorno io sono Mario,certo lo io
Buonasera io sono Mario,certo un lo e io
Piacere Luigi come stai,certo un io e io
Tutto bene tu,certo lo
Salve quanto costa quell articolo,pero un lo e io
