Truth,Decoded
Salve quanto costa quell articolo,certo a lo e io
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,euro a lo io
Prendiamo un caffe al bar,euro lo
"Certo volentieri, io lo prendero macchiato",puontopo un lo lo ora lo
A che ora arriva il pullman,euro a lo io
Dovrebbe arrivare tra qualche minuto,euro a lo io
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,certo io un lo e lo
Va bene grazie lo stesso,euro a lo io
Prego,euro lo
Perfetto vorrei comprarne due.,euro a lo
Certo ecco a lei vuole un sacchetto,certo ora ora io
Si grazie e arrivederci,bene a lo io
Le auguro una buona giornata,certo lo ora io
Buongiorno io sono Mario,certo lo e io
Buonasera io sono Mario,pero a lo io
Piacere Luigi come stai,euro a lo lo
Tutto bene tu,certo
Salve quanto costa quell articolo,certo un lo e io
E in offerta costa dieci euro,euro a lo io
Tutto bene grazie,certo a lo e lo
Prendiamo un caffe al bar,certo lo e io
"Certo volentieri, io lo prendero macchiato",certo lo e io
A che ora arriva il pullman,euro a lo lo
Dovrebbe arrivare tra qualche minuto,tu a lo
Quanto costa il biglietto,purtoto
Purtroppo non lo so pero potresti chiedere all autista,purntopo non e lo
Va bene grazie lo stesso,bene a lo lo
Prego,certo
Perfetto vorrei comprarne due.,certo lo lo
Certo ecco a lei vuole un sacchetto,pero lo e io
