Truth,Decoded
Quanto costa il biglietto,prego lo
Purtroppo non lo so pero potresti chiedere all autista,prego lo
Va bene grazie lo stesso,prego lo
Prego,prego lo
Perfetto vorrei comprarne due.,prego lo
Certo ecco a lei vuole un sacchetto,prego lo
Si grazie e arrivederci,prego lo
Le auguro una buona giornata,prego lo
Buongiorno io sono Mario,prego lo
Buonasera io sono Mario,prego lo
Piacere Luigi come stai,prego lo
Tutto bene tu,prego lo
Salve quanto costa quell articolo,tutto lo
E in offerta costa dieci euro,tutto lo
Tutto bene grazie,tutto lo
Prendiamo un caffe al bar,tutto lo
"Certo volentieri, io lo prendero macchiato",tutto lo
A che ora arriva il pullman,tutto lo
Dovrebbe arrivare tra qualche minuto,tutto lo
Quanto costa il biglietto,tutto lo
Purtroppo non lo so pero potresti chiedere all autista,tutto lo
Va bene grazie lo stesso,tutto lo
Prego,tutto lo
Perfetto vorrei comprarne due.,tutto lo
Certo ecco a lei vuole un sacchetto,tutto lo
Si grazie e arrivederci,prego lo
Le auguro una buona giornata,tutto lo
Buongiorno io sono Mario,prego lo
Buonasera io sono Mario,tutto lo
Piacere Luigi come stai,tutto lo
Tutto bene tu,tutto lo
Salve quanto costa quell articolo,prego lo
