Truth,Decoded
Prego,tutto lo
Salve quanto costa quell articolo,certo sono lo otsti bene lo io
Buonasera io sono Mario,certo lo ora e lo
Buongiorno io sono Mario,certo un e lo
Si grazie e arrivederci,certo sono lo ora bene lo io
Le auguro una buona giornata,certo lo lo so e io
Certo ecco a lei vuole un sacchetto,certo lo lo io io
Purtroppo non lo so pero potresti chiedere all autista,pertopont lo lo e bene lo actito
"Certo volentieri, io lo prendero macchiato",pertoponto lo lo io cedel actito
Quanto costa il biglietto,tutto un lo
Va bene grazie lo stesso,tu lo a e lo
Perfetto vorrei comprarne due.,tu lo a certo
Prendiamo un caffe al bar,certo a e io
Buongiorno io sono Mario,tu lo un e lo
Dovrebbe arrivare tra qualche minuto,tutto lo
Le auguro una buona giornata,e lo io lo lo
