Truth,Decoded
Le auguro una buona giornata,puret io
E in offerta costa dieci euro,puret e io
Prendiamo un caffe al bar,puret e io
Buonasera io sono Mario,puret io
Va bene grazie lo stesso,tu lo
Dovrebbe arrivare tra qualche minuto,tu eneto
Si grazie e arrivederci,pureteto
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Tutto bene tu,tu lo
Tutto bene grazie,tu lo
Certo ecco a lei vuole un sacchetto,puret e io
Le auguro una buona giornata,pero lo
Salve quanto costa quell articolo,tu eteto
"Certo volentieri, io lo prendero macchiato",certo e io
Buonasera io sono Mario,tu lo
A che ora arriva il pullman,tu lo
