Truth,Decoded
Le auguro una buona giornata,tutto un lo
"Certo volentieri, io lo prendero macchiato",e lo si e lo
Quanto costa il biglietto,tutto lo
A che ora arriva il pullman,tutto lo
Dovrebbe arrivare tra qualche minuto,tu lo si io
Tutto bene tu,prego
Tutto bene grazie,tutto un lo
Va bene grazie lo stesso,tu lo a lo
Perfetto vorrei comprarne due.,tutto io lo lo
Purtroppo non lo so pero potresti chiedere all autista,certo in e lo
Buonasera io sono Mario,tu lo un lo lo
Prendiamo un caffe al bar,tutto un lo
Salve quanto costa quell articolo,tu lo si io
Si grazie e arrivederci,tutto un lo
E in offerta costa dieci euro,e lo si e io
Purtroppo non lo so pero potresti chiedere all autista,certo sono lo ora e io
