Truth,Decoded
Piacere Luigi come stai,tutto lo e io
Si grazie e arrivederci,certo lo lo e io
Le auguro una buona giornata,tutto lo e io
Salve quanto costa quell articolo,certo lo lo e io
Tutto bene tu,tutto lo
Buonasera io sono Mario,certo lo e io
E in offerta costa dieci euro,tutto lo
Buongiorno io sono Mario,prego io
Purtroppo non lo so pero potresti chiedere all autista,certo lo e lo
Dovrebbe arrivare tra qualche minuto,tutto lo
Prendiamo un caffe al bar,tutto lo
Certo ecco a lei vuole un sacchetto,prego e io
Prego,tu e lo
Va bene grazie lo stesso,tutto io
Quanto costa il biglietto,tutto lo
"Certo volentieri, io lo prendero macchiato",certo lo lo e lo
