Truth,Decoded
E in offerta costa dieci euro,a certo a come lo
Certo ecco a lei vuole un sacchetto,euro a cosane lo
Si grazie e arrivederci,e e rzvae a e io
Piacere Luigi come stai,prego a lo e io
Tutto bene grazie,tutto e io
Quanto costa il biglietto,euro io il le io
Va bene grazie lo stesso,quanto va il io
Perfetto vorrei comprarne due.,certo lo costa edel atito
Piacere Luigi come stai,certo e come io
Tutto bene grazie,quanto e io
E in offerta costa dieci euro,quanto a lo stesso
Quanto costa il biglietto,tutto un lo
Prendiamo un caffe al bar,puanoana lo io
A che ora arriva il pullman,quanto io io io
Dovrebbe arrivare tra qualche minuto,quanto e lo e io
Tutto bene tu,tutto un io
