Truth,Decoded
Le auguro una buona giornata,tutto e lo
"Certo volentieri, io lo prendero macchiato",a lo io io lo
Quanto costa il biglietto,tutto un lo
A che ora arriva il pullman,e lo
Dovrebbe arrivare tra qualche minuto,va cereariva io lo
Tutto bene tu,tutto lo
Tutto bene grazie,tutto un lo
Va bene grazie lo stesso,a certo arriva io a lo
Perfetto vorrei comprarne due.,buona a ora lo
Purtroppo non lo so pero potresti chiedere all autista,euro in ora e lo
Buonasera io sono Mario,quanto a conane lo
Prendiamo un caffe al bar,tu un lo
Salve quanto costa quell articolo,a lo una come lo
Si grazie e arrivederci,va euro a ora lo
E in offerta costa dieci euro,a lo arriva ora le lo
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo opropra bene mario
