Truth,Decoded
Le auguro una buona giornata,e e
E in offerta costa dieci euro,e e
Prendiamo un caffe al bar,e
Buonasera io sono Mario,e e
Va bene grazie lo stesso,e
Dovrebbe arrivare tra qualche minuto,e e
Si grazie e arrivederci,e e
Purtroppo non lo so pero potresti chiedere all autista,e e
Tutto bene tu,e e
Tutto bene grazie,e e
Certo ecco a lei vuole un sacchetto,e e
Le auguro una buona giornata,e e
Salve quanto costa quell articolo,e e
"Certo volentieri, io lo prendero macchiato",e e
Buonasera io sono Mario,e e
A che ora arriva il pullman,e e
