Truth,Decoded
Le auguro una buona giornata,sono una lo lo
"Certo volentieri, io lo prendero macchiato",e lo io io a io
Quanto costa il biglietto,tutto e lo
A che ora arriva il pullman,tutto a io
Dovrebbe arrivare tra qualche minuto,a bene mario e le io
Tutto bene tu,tutto lo
Tutto bene grazie,tutto a lo
Va bene grazie lo stesso,a euro mario io le io
Perfetto vorrei comprarne due.,prego a certo
Purtroppo non lo so pero potresti chiedere all autista,certo io corane io
Buonasera io sono Mario,a lo a sono
Prendiamo un caffe al bar,euro a io
Salve quanto costa quell articolo,a lo io come io
Si grazie e arrivederci,a lo arriva le lo
E in offerta costa dieci euro,e lo io ora le io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo ora e ahiato
