Truth,Decoded
Le auguro una buona giornata,tu lo e lo
"Certo volentieri, io lo prendero macchiato",e lo ora come io
Quanto costa il biglietto,tutto lo lo
A che ora arriva il pullman,sono a lo
Dovrebbe arrivare tra qualche minuto,va eraerve e a euro
Tutto bene tu,tutto a lo lo
Tutto bene grazie,tutto un lo
Va bene grazie lo stesso,a lo io ionaeuo
Perfetto vorrei comprarne due.,tutto io comran lo
Purtroppo non lo so pero potresti chiedere all autista,pero sono ora e io
Buonasera io sono Mario,euro a consane lo
Prendiamo un caffe al bar,tutto a lo lo
Salve quanto costa quell articolo,e lo una come lo
Si grazie e arrivederci,prego e erale lo
E in offerta costa dieci euro,e lo tecora due io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo lo lo opopra lo mahiuto
