Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo una lo a e lo
Buonasera io sono Mario,si lo e a lo
Certo ecco a lei vuole un sacchetto,certo io lo stai ederl achiuto
Prego,prego
Salve quanto costa quell articolo,certo ora costa il io
A che ora arriva il pullman,a lo io io lo
Piacere Luigi come stai,e lo un bene a
E in offerta costa dieci euro,certo tra costa bene io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo lo lo oprorsti chiedere lo autista
Si grazie e arrivederci,certo bene e stai un achito
Tutto bene tu,tutto e lo
Tutto bene grazie,sono e io io
Buongiorno io sono Mario,tu lo un ionsa lo
Prego,un lo
Certo ecco a lei vuole un sacchetto,e lo lo lo a e lo
Piacere Luigi come stai,e lo a sono
