Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo bene lo e lo
Buonasera io sono Mario,sono a io lo
Certo ecco a lei vuole un sacchetto,certo bene costa unerl ahiuto
Prego,prego
Salve quanto costa quell articolo,certo a costa e io
A che ora arriva il pullman,tutto a io lo
Piacere Luigi come stai,sono a bene lo
E in offerta costa dieci euro,certo e costa e io
Purtroppo non lo so pero potresti chiedere all autista,purtroppo costa hiderl achita
Si grazie e arrivederci,certo bene certo vuole achiuto
Tutto bene tu,tutto lo
Tutto bene grazie,sono un lo lo
Buongiorno io sono Mario,sono un lo so
Prego,prnpbo
Certo ecco a lei vuole un sacchetto,e lo a lo a e io
Piacere Luigi come stai,certo un sono
