Truth,Decoded
Piacere Luigi come stai,tu lo
Buongiorno io sono Mario,tu e io
Dovrebbe arrivare tra qualche minuto,tu e io
Prendiamo un caffe al bar,tu lo
Quanto costa il biglietto,tu e lo
E in offerta costa dieci euro,tu e io
Va bene grazie lo stesso,tu e io
Perfetto vorrei comprarne due.,tu e e io
Prego,tu bene io
Certo ecco a lei vuole un sacchetto,puret e io
Si grazie e arrivederci,tutto e lo
E in offerta costa dieci euro,certo e io
Buonasera io sono Mario,tutto e lo
Purtroppo non lo so pero potresti chiedere all autista,certo e lo
Tutto bene grazie,certo e lo
Quanto costa il biglietto,certo e lo
