Truth,Decoded
Piacere Luigi come stai,prego
Si grazie e arrivederci,pero io
Le auguro una buona giornata,pero io
Salve quanto costa quell articolo,pero io
Tutto bene tu,pero io
Buonasera io sono Mario,purneto
E in offerta costa dieci euro,pero io
Buongiorno io sono Mario,pero io
Purtroppo non lo so pero potresti chiedere all autista,tutto io
Dovrebbe arrivare tra qualche minuto,pero io
Prendiamo un caffe al bar,pero io
Certo ecco a lei vuole un sacchetto,pero io
Prego,purneto
Va bene grazie lo stesso,pero io
Quanto costa il biglietto,purneto
"Certo volentieri, io lo prendero macchiato",pero io
