Truth,Decoded
Piacere Luigi come stai,certo e lo lo e lo
Si grazie e arrivederci,certo lo lo e lo
Le auguro una buona giornata,certo e lo so e lo
Salve quanto costa quell articolo,certo lo lo lo e lo
Tutto bene tu,tu io io
Buonasera io sono Mario,certo e lo lo e lo
E in offerta costa dieci euro,tu lo e io
Buongiorno io sono Mario,tu lo e e io
Purtroppo non lo so pero potresti chiedere all autista,certo un lo lo so bene io
Dovrebbe arrivare tra qualche minuto,tu lo ioeto
Prendiamo un caffe al bar,tu io lo
Certo ecco a lei vuole un sacchetto,tu lo e io
Prego,pero lo
Va bene grazie lo stesso,tu lo lo
Quanto costa il biglietto,tu lo io
"Certo volentieri, io lo prendero macchiato",certo un lo lo e io
