Truth,Decoded
Piacere Luigi come stai,certo lo e lo
Si grazie e arrivederci,certo lo e lo
Le auguro una buona giornata,certo lo e lo
Salve quanto costa quell articolo,certo lo e lo
Tutto bene tu,pero lo
Buonasera io sono Mario,certo lo e io
E in offerta costa dieci euro,pero lo
Buongiorno io sono Mario,tutto e io
Purtroppo non lo so pero potresti chiedere all autista,certo lo lo e lo
Dovrebbe arrivare tra qualche minuto,puret lo
Prendiamo un caffe al bar,pero lo
Certo ecco a lei vuole un sacchetto,tutto e io
Prego,tu e lo
Va bene grazie lo stesso,pero io
Quanto costa il biglietto,tutto lo
"Certo volentieri, io lo prendero macchiato",certo lo lo e lo
