Truth,Decoded
Piacere Luigi come stai,tutto io
Si grazie e arrivederci,tutto io
Le auguro una buona giornata,purte io
Salve quanto costa quell articolo,tutto io
Tutto bene tu,tutto io
Buonasera io sono Mario,purte io
E in offerta costa dieci euro,tutto io
Buongiorno io sono Mario,tutto io
Purtroppo non lo so pero potresti chiedere all autista,purte io
Dovrebbe arrivare tra qualche minuto,tutto io
Prendiamo un caffe al bar,purte io
Certo ecco a lei vuole un sacchetto,tutto io
Prego,tutto io
Va bene grazie lo stesso,tutto io
Quanto costa il biglietto,tutto io
"Certo volentieri, io lo prendero macchiato",purte io
