Truth,Decoded
Prego,tutto un
Salve quanto costa quell articolo,certo e costa e io
Buonasera io sono Mario,e lo io io e io
Buongiorno io sono Mario,tutto a lo lo
Si grazie e arrivederci,certo e costa un io
Le auguro una buona giornata,e lo a lo e io
Certo ecco a lei vuole un sacchetto,quanto io a lo
Purtroppo non lo so pero potresti chiedere all autista,certo e osrer atito
"Certo volentieri, io lo prendero macchiato",pertoprno costa bene atito
Quanto costa il biglietto,tutto e lo
Va bene grazie lo stesso,a euro mario le io
Perfetto vorrei comprarne due.,puatro io come
Prendiamo un caffe al bar,certo io corale io
Buongiorno io sono Mario,sono in oremao
Dovrebbe arrivare tra qualche minuto,tutto e io
Le auguro una buona giornata,tu lo in lo lo
