Truth,Decoded
Quanto costa il biglietto,tu lo un lo
Piacere Luigi come stai,tutto un e lo
Le auguro una buona giornata,sono un un lo
Perfetto vorrei comprarne due.,e lo io lo e lo
Buongiorno io sono Mario,tu lo io lo e lo
Prendiamo un caffe al bar,tutto e lo
"Certo volentieri, io lo prendero macchiato",certo sono costa e lo
A che ora arriva il pullman,e lo a lo lo
Le auguro una buona giornata,e lo a lo lo
Va bene grazie lo stesso,e lo a e lo
Prego,prte lo
Dovrebbe arrivare tra qualche minuto,e lo a lo lo
Tutto bene tu,tutto a lo
Salve quanto costa quell articolo,e lo bene lo
Buonasera io sono Mario,e lo a e lo
Purtroppo non lo so pero potresti chiedere all autista,purntopolno lo opopotsti e io
