Truth,Decoded
Dovrebbe arrivare tra qualche minuto,pero e io
A che ora arriva il pullman,pero io
Perfetto vorrei comprarne due.,pero e io
Salve quanto costa quell articolo,pero e lo
Va bene grazie lo stesso,pero e io
Tutto bene tu,pero e lo
"Certo volentieri, io lo prendero macchiato",purer e io
Buongiorno io sono Mario,pero io
Le auguro una buona giornata,pero e lo
Prego,purte lo
Prendiamo un caffe al bar,pero e io
Piacere Luigi come stai,pero e lo
Si grazie e arrivederci,prego
Certo ecco a lei vuole un sacchetto,due io
Va bene grazie lo stesso,prego
Le auguro una buona giornata,due io
