Truth,Decoded
"Certo volentieri, io lo prendero macchiato",certo a lo
Buonasera io sono Mario,tu lo lo
Certo ecco a lei vuole un sacchetto,certo lo pero
Prego,tutto
Salve quanto costa quell articolo,certo a e lo
A che ora arriva il pullman,tu lo lo
Piacere Luigi come stai,tu lo lo
E in offerta costa dieci euro,certo a lo
Purtroppo non lo so pero potresti chiedere all autista,certo un rier lo
Si grazie e arrivederci,certo a e lo
Tutto bene tu,tu lo lo
Tutto bene grazie,tu lo lo
Buongiorno io sono Mario,tu lo a lo
Prego,prego
Certo ecco a lei vuole un sacchetto,e lo lo
Piacere Luigi come stai,tu lo lo
